scene,gidA,gidB,n_adj,n_diff,n_cont,min_step,median_step,same,objA,objB
occ5_scene0008,8,20,4,3,1,21.7,79.5,1,cracker_box,cracker_box
occ5_scene0008,14,15,1,0,1,0.3,0.3,1,cracker_box,cracker_box
occ5_scene0008,8,22,3,3,0,172.1,176.9,0,cracker_box,foam_brick
occ5_scene0008,2,11,1,0,1,7.6,7.6,1,cracker_box,cracker_box
occ5_scene0008,11,20,1,0,1,1.2,1.2,1,cracker_box,cracker_box
occ5_scene0008,2,20,2,2,0,43.9,873.9,1,cracker_box,cracker_box
occ5_scene0008,5,22,1,0,1,33.8,33.8,0,sponge,foam_brick
occ5_scene0008,3,20,2,2,0,105.2,208.4,1,cracker_box,cracker_box
occ5_scene0008,16,20,1,0,1,31.1,31.1,1,cracker_box,cracker_box
occ5_scene0008,11,22,1,1,0,165.2,165.2,0,cracker_box,foam_brick
occ5_scene0008,8,12,3,2,1,22.9,158.8,0,cracker_box,tennis_ball
occ5_scene0008,8,13,1,1,0,1768.4,1768.4,1,cracker_box,cracker_box
occ5_scene0008,12,22,1,1,0,68.4,68.4,0,tennis_ball,foam_brick
occ5_scene0008,3,12,2,1,1,11.1,47.5,0,cracker_box,tennis_ball
occ5_scene0008,18,20,1,1,0,90.8,90.8,0,foam_brick,cracker_box
occ5_scene0008,3,18,1,1,0,137.0,137.0,0,cracker_box,foam_brick
occ5_scene0008,19,20,1,1,0,444.7,444.7,0,foam_brick,cracker_box
occ5_scene0009,1,5,2,2,0,58.5,80.5,0,softball,wood_block
occ5_scene0009,5,7,1,1,0,142.3,142.3,0,wood_block,peach
occ5_scene0009,1,12,2,2,0,66.3,71.7,0,softball,cups
occ5_scene0009,7,12,5,4,1,37.3,46.1,0,peach,cups
occ5_scene0009,3,10,1,1,0,137.1,137.1,1,wood_block,wood_block
occ5_scene0009,10,15,1,0,1,7.1,7.1,1,wood_block,wood_block
occ5_scene0009,3,5,2,2,0,73.2,77.1,1,wood_block,wood_block
occ5_scene0009,5,15,5,3,2,0.9,95.3,1,wood_block,wood_block
occ5_scene0009,3,15,4,4,0,215.5,293.4,1,wood_block,wood_block
occ5_scene0009,3,4,2,2,0,55.9,293.7,0,wood_block,cups
occ5_scene0009,3,13,4,3,1,22.7,53.6,0,wood_block,cups
occ5_scene0009,1,4,1,1,0,89.6,89.6,0,softball,cups
occ5_scene0009,1,7,2,2,0,98.3,101.8,0,softball,peach
occ5_scene0009,1,13,1,1,0,86.2,86.2,0,softball,cups
occ5_scene0009,12,13,6,3,3,1.7,31.9,1,cups,cups
occ5_scene0009,2,15,2,2,0,86.0,100.0,1,wood_block,wood_block
occ5_scene0009,2,3,1,1,0,160.0,160.0,1,wood_block,wood_block
occ5_scene0009,4,15,1,1,0,512.8,512.8,0,cups,wood_block
occ5_scene0009,4,7,1,1,0,48.2,48.2,0,cups,peach
occ5_scene0009,14,15,4,3,1,32.9,50.7,0,phillips_screwdriver,wood_block
occ5_scene0009,3,7,1,0,1,13.3,13.3,0,wood_block,peach
occ5_scene0009,13,15,1,1,0,54.0,54.0,0,cups,wood_block
occ5_scene0009,13,14,2,0,2,3.0,6.8,0,cups,phillips_screwdriver
occ5_scene0010,7,9,2,2,0,79.5,87.0,0,wood_block,pear
occ5_scene0010,9,10,3,3,0,41.4,49.3,0,pear,cups
occ5_scene0010,7,10,3,3,0,60.6,68.9,0,wood_block,cups
occ5_scene0010,10,12,3,3,0,78.4,78.8,0,cups,wood_block
occ5_scene0010,9,15,1,1,0,92.6,92.6,0,pear,lemon
occ5_scene0010,6,7,1,0,1,4.7,4.7,1,wood_block,wood_block
occ5_scene0010,7,12,1,0,1,6.2,6.2,1,wood_block,wood_block
occ5_scene0010,6,12,5,0,5,4.1,6.1,1,wood_block,wood_block
occ5_scene0010,1,10,1,1,0,46.7,46.7,0,wood_block,cups
occ5_scene0011,1,20,1,1,0,226.5,226.5,0,softball,master_chef_can
occ5_scene0011,8,20,2,1,1,31.3,38.9,0,strawberry,master_chef_can
occ5_scene0011,4,9,8,1,7,0.8,14.4,1,master_chef_can,master_chef_can
occ5_scene0011,8,9,2,0,2,32.6,33.7,0,strawberry,master_chef_can
occ5_scene0011,1,4,1,1,0,200.3,200.3,0,softball,master_chef_can
occ5_scene0011,8,12,2,0,2,7.2,22.3,0,strawberry,potted_meat_can
occ5_scene0011,6,9,1,1,0,98.2,98.2,0,nine_hole_peg_test,master_chef_can
occ5_scene0011,5,9,2,2,0,78.9,94.0,0,nine_hole_peg_test,master_chef_can
occ5_scene0011,5,16,4,1,3,13.1,21.8,1,nine_hole_peg_test,nine_hole_peg_test
occ5_scene0011,12,20,4,3,1,9.5,94.9,0,potted_meat_can,master_chef_can
occ5_scene0011,5,12,1,1,0,100.9,100.9,0,nine_hole_peg_test,potted_meat_can
occ5_scene0011,5,6,1,0,1,14.6,14.6,1,nine_hole_peg_test,nine_hole_peg_test
occ5_scene0011,6,16,2,0,2,2.5,10.5,1,nine_hole_peg_test,nine_hole_peg_test
occ5_scene0011,9,16,2,2,0,60.3,142.0,0,master_chef_can,nine_hole_peg_test
occ5_scene0011,18,22,1,1,0,102.7,102.7,0,potted_meat_can,master_chef_can
occ5_scene0011,11,22,1,1,0,108.3,108.3,0,potted_meat_can,master_chef_can
occ5_scene0011,8,22,1,0,1,4.4,4.4,0,strawberry,master_chef_can
occ5_scene0011,9,18,1,1,0,87.1,87.1,0,master_chef_can,potted_meat_can
occ5_scene0011,9,12,4,2,2,12.7,49.6,0,master_chef_can,potted_meat_can
occ5_scene0011,4,18,2,2,0,86.0,94.1,0,master_chef_can,potted_meat_can
occ5_scene0011,4,11,2,2,0,68.7,75.1,0,master_chef_can,potted_meat_can
occ5_scene0011,8,18,1,0,1,19.8,19.8,0,strawberry,potted_meat_can
occ5_scene0011,12,18,3,3,0,52.8,61.3,1,potted_meat_can,potted_meat_can
occ5_scene0011,1,11,1,1,0,68.0,68.0,0,softball,potted_meat_can
occ5_scene0011,9,20,2,1,1,0.2,35.5,1,master_chef_can,master_chef_can
occ5_scene0011,16,20,1,1,0,76.0,76.0,0,nine_hole_peg_test,master_chef_can
occ5_scene0011,11,16,1,1,0,292.6,292.6,0,potted_meat_can,nine_hole_peg_test
occ5_scene0011,18,20,1,1,0,71.8,71.8,0,potted_meat_can,master_chef_can
occ5_scene0011,11,20,1,1,0,63.8,63.8,0,potted_meat_can,master_chef_can
occ5_scene0011,11,12,3,1,2,24.6,25.1,1,potted_meat_can,potted_meat_can
occ5_scene0011,9,21,1,1,0,84.1,84.1,0,master_chef_can,potted_meat_can
occ5_scene0011,8,21,1,1,0,74.9,74.9,0,strawberry,potted_meat_can
occ5_scene0011,9,11,1,0,1,22.1,22.1,0,master_chef_can,potted_meat_can
occ5_scene0011,8,11,1,1,0,65.8,65.8,0,strawberry,potted_meat_can
occ5_scene0011,4,8,1,1,0,62.0,62.0,0,master_chef_can,strawberry
occ5_scene0012,2,18,5,5,0,72.8,115.2,0,bleach_cleanser,master_chef_can
occ5_scene0012,15,18,2,2,0,58.8,93.5,0,bleach_cleanser,master_chef_can
occ5_scene0012,10,18,1,0,1,28.6,28.6,0,bleach_cleanser,master_chef_can
occ5_scene0012,2,9,1,1,0,84.9,84.9,0,bleach_cleanser,master_chef_can
occ5_scene0012,2,17,2,1,1,20.1,56.9,0,bleach_cleanser,cups
occ5_scene0012,2,24,1,0,1,0.6,0.6,0,bleach_cleanser,cups
occ5_scene0012,17,19,4,2,2,17.9,38.6,0,cups,foam_brick
occ5_scene0012,19,24,2,0,2,3.8,10.6,0,foam_brick,cups
occ5_scene0012,9,15,1,1,0,170.0,170.0,0,master_chef_can,bleach_cleanser
occ5_scene0012,13,18,6,4,2,4.9,69.1,1,master_chef_can,master_chef_can
occ5_scene0012,11,13,1,1,0,257.8,257.8,0,baseball,master_chef_can
occ5_scene0012,16,18,7,4,3,1.0,65.9,0,bleach_cleanser,master_chef_can
occ5_scene0012,11,16,2,2,0,175.8,176.2,0,baseball,bleach_cleanser
occ5_scene0012,11,18,2,2,0,175.0,202.5,0,baseball,master_chef_can
occ5_scene0012,18,25,6,3,3,3.3,44.0,1,master_chef_can,master_chef_can
occ5_scene0012,2,13,3,3,0,114.7,131.6,0,bleach_cleanser,master_chef_can
occ5_scene0012,13,24,1,1,0,145.7,145.7,0,master_chef_can,cups
occ5_scene0012,18,24,3,3,0,91.4,125.6,0,master_chef_can,cups
occ5_scene0012,2,6,1,1,0,152.7,152.7,0,bleach_cleanser,master_chef_can
occ5_scene0012,12,16,1,1,0,112.1,112.1,0,cups,bleach_cleanser
occ5_scene0012,16,25,2,2,0,135.3,192.8,0,bleach_cleanser,master_chef_can
occ5_scene0012,16,24,1,1,0,113.9,113.9,0,bleach_cleanser,cups
occ5_scene0012,12,18,2,2,0,46.1,93.0,0,cups,master_chef_can
occ5_scene0012,8,25,1,1,0,123.1,123.1,0,bleach_cleanser,master_chef_can
occ5_scene0012,1,16,1,1,0,139.2,139.2,0,master_chef_can,bleach_cleanser
occ5_scene0012,1,18,1,0,1,36.1,36.1,1,master_chef_can,master_chef_can
occ5_scene0012,1,15,1,1,0,147.7,147.7,0,master_chef_can,bleach_cleanser
occ5_scene0012,13,16,2,2,0,63.4,99.9,0,master_chef_can,bleach_cleanser
occ5_scene0012,13,19,2,2,0,94.5,105.2,0,master_chef_can,foam_brick
occ5_scene0012,13,17,2,2,0,125.1,127.6,0,master_chef_can,cups
occ5_scene0012,13,23,3,3,0,49.8,100.4,1,master_chef_can,master_chef_can
occ5_scene0012,13,25,2,2,0,147.4,229.0,1,master_chef_can,master_chef_can
occ5_scene0012,13,22,1,1,0,118.0,118.0,0,master_chef_can,foam_brick
occ5_scene0012,18,19,3,3,0,93.2,96.2,0,master_chef_can,foam_brick
occ5_scene0012,17,18,2,2,0,123.6,130.2,0,cups,master_chef_can
occ5_scene0012,18,23,5,4,1,3.5,105.1,1,master_chef_can,master_chef_can
occ5_scene0012,18,22,2,2,0,79.1,100.1,0,master_chef_can,foam_brick
occ5_scene0012,2,23,2,2,0,215.2,245.1,0,bleach_cleanser,master_chef_can
occ5_scene0012,19,23,5,5,0,95.4,97.8,0,foam_brick,master_chef_can
occ5_scene0012,7,18,1,0,1,3.6,3.6,1,master_chef_can,master_chef_can
occ5_scene0012,12,25,1,1,0,108.9,108.9,0,cups,master_chef_can
occ5_scene0012,2,19,1,1,0,111.2,111.2,0,bleach_cleanser,foam_brick
occ5_scene0012,2,25,1,1,0,71.9,71.9,0,bleach_cleanser,master_chef_can
occ5_scene0012,2,22,1,1,0,45.2,45.2,0,bleach_cleanser,foam_brick
occ5_scene0013,6,8,1,1,0,87.5,87.5,0,gelatin_box,tomato_soup_can
occ5_scene0013,8,11,3,3,0,92.7,111.3,0,tomato_soup_can,cups
occ5_scene0013,1,8,1,1,0,209.3,209.3,0,cups,tomato_soup_can
occ5_scene0013,8,14,4,3,1,28.0,93.0,1,tomato_soup_can,tomato_soup_can
occ5_scene0013,8,13,1,1,0,79.9,79.9,0,tomato_soup_can,potted_meat_can
occ5_scene0013,5,13,2,1,1,8.0,69.5,1,potted_meat_can,potted_meat_can
occ5_scene0013,1,11,4,3,1,36.4,56.9,0,cups,cups
occ5_scene0013,11,14,11,6,5,1.1,41.9,0,cups,tomato_soup_can
occ5_scene0013,1,14,6,4,2,5.1,87.5,0,cups,tomato_soup_can
occ5_scene0013,2,8,1,1,0,107.6,107.6,0,potted_meat_can,tomato_soup_can
occ5_scene0013,2,14,2,1,1,36.0,76.1,0,potted_meat_can,tomato_soup_can
occ5_scene0013,7,8,1,1,0,98.2,98.2,0,gelatin_box,tomato_soup_can
occ5_scene0013,8,15,1,1,0,59.0,59.0,0,tomato_soup_can,gelatin_box
occ5_scene0013,7,14,1,1,0,108.3,108.3,0,gelatin_box,tomato_soup_can
occ5_scene0013,13,14,4,1,3,2.7,20.0,0,potted_meat_can,tomato_soup_can
occ5_scene0013,7,9,1,1,0,80.2,80.2,0,gelatin_box,potted_meat_can
occ5_scene0013,9,13,3,2,1,10.7,44.2,1,potted_meat_can,potted_meat_can
occ5_scene0013,9,14,4,4,0,54.3,144.8,0,potted_meat_can,tomato_soup_can
occ5_scene0013,6,14,4,4,0,72.2,78.6,0,gelatin_box,tomato_soup_can
occ5_scene0013,1,6,1,1,0,137.6,137.6,0,cups,gelatin_box
occ5_scene0013,6,9,1,0,1,1.9,1.9,0,gelatin_box,potted_meat_can
occ5_scene0013,6,11,3,3,0,113.5,136.2,0,gelatin_box,cups
occ5_scene0013,1,2,1,1,0,320.4,320.4,0,cups,potted_meat_can
occ5_scene0013,2,6,1,1,0,57.3,57.3,0,potted_meat_can,gelatin_box
occ5_scene0013,2,9,1,1,0,289.5,289.5,1,potted_meat_can,potted_meat_can
occ5_scene0013,11,13,1,0,1,20.8,20.8,0,cups,potted_meat_can
occ5_scene0014,8,15,1,1,0,42.6,42.6,0,rubiks_cube,peach
occ5_scene0014,15,21,1,1,0,42.6,42.6,0,peach,rubiks_cube
occ5_scene0014,15,20,1,0,1,32.7,32.7,0,peach,rubiks_cube
occ5_scene0014,2,15,6,4,2,10.3,66.1,0,softball,peach
occ5_scene0014,20,22,1,0,1,15.0,15.0,1,rubiks_cube,rubiks_cube
occ5_scene0015,3,11,4,3,1,22.9,111.8,0,gelatin_box,bleach_cleanser
occ5_scene0015,11,14,10,5,5,0.9,120.9,1,bleach_cleanser,bleach_cleanser
occ5_scene0015,3,4,1,1,0,167.2,167.2,0,gelatin_box,cups
occ5_scene0015,15,16,5,0,5,1.9,3.9,1,bleach_cleanser,bleach_cleanser
occ5_scene0015,3,16,2,2,0,84.4,97.0,0,gelatin_box,bleach_cleanser
occ5_scene0015,3,13,1,1,0,167.4,167.4,0,gelatin_box,cups
occ5_scene0015,3,17,12,1,11,0.6,16.1,0,gelatin_box,large_marker
occ5_scene0015,14,17,11,6,5,0.7,42.9,0,bleach_cleanser,large_marker
occ5_scene0015,3,5,6,3,3,5.7,39.6,1,gelatin_box,gelatin_box
occ5_scene0015,5,15,7,6,1,3.9,301.2,0,gelatin_box,bleach_cleanser
occ5_scene0015,5,14,9,6,3,3.1,222.0,0,gelatin_box,bleach_cleanser
occ5_scene0015,3,21,1,1,0,106.2,106.2,0,gelatin_box,bleach_cleanser
occ5_scene0015,4,11,1,1,0,137.4,137.4,0,cups,bleach_cleanser
occ5_scene0015,11,13,3,3,0,137.6,164.1,0,bleach_cleanser,cups
occ5_scene0015,4,5,1,1,0,486.5,486.5,0,cups,gelatin_box
occ5_scene0015,4,15,1,1,0,203.1,203.1,0,cups,bleach_cleanser
occ5_scene0015,4,14,1,1,0,211.3,211.3,0,cups,bleach_cleanser
occ5_scene0015,14,15,7,5,2,0.5,187.7,1,bleach_cleanser,bleach_cleanser
occ5_scene0015,11,22,1,1,0,167.7,167.7,0,bleach_cleanser,cups
occ5_scene0015,5,17,3,1,2,5.0,25.3,0,gelatin_box,large_marker
occ5_scene0015,5,11,1,1,0,232.9,232.9,0,gelatin_box,bleach_cleanser
occ5_scene0015,5,10,1,1,0,232.7,232.7,0,gelatin_box,bleach_cleanser
occ5_scene0015,3,10,1,1,0,124.6,124.6,0,gelatin_box,bleach_cleanser
occ5_scene0015,10,14,1,1,0,40.3,40.3,1,bleach_cleanser,bleach_cleanser
occ5_scene0015,17,18,1,0,1,4.1,4.1,0,large_marker,pudding_box
occ5_scene0015,11,19,2,2,0,193.5,197.4,0,bleach_cleanser,pudding_box
occ5_scene0015,11,18,1,1,0,172.8,172.8,0,bleach_cleanser,pudding_box
occ5_scene0015,16,19,1,1,0,183.8,183.8,0,bleach_cleanser,pudding_box
occ5_scene0015,15,19,1,1,0,222.0,222.0,0,bleach_cleanser,pudding_box
occ5_scene0015,13,15,2,2,0,206.4,266.6,0,cups,bleach_cleanser
occ5_scene0015,13,14,2,2,0,237.9,245.7,0,cups,bleach_cleanser
occ5_scene0015,14,16,1,1,0,196.4,196.4,1,bleach_cleanser,bleach_cleanser
occ5_scene0015,11,15,1,1,0,194.0,194.0,1,bleach_cleanser,bleach_cleanser
occ5_scene0015,16,21,1,0,1,0.9,0.9,1,bleach_cleanser,bleach_cleanser
occ5_scene0017,3,6,2,2,0,44.4,50.0,0,gelatin_box,rubiks_cube
occ5_scene0017,3,10,4,4,0,43.5,62.4,0,gelatin_box,rubiks_cube
occ5_scene0017,3,8,1,1,0,92.9,92.9,0,gelatin_box,pear
occ5_scene0017,9,10,1,0,1,26.1,26.1,1,rubiks_cube,rubiks_cube
occ5_scene0017,3,15,1,1,0,85.6,85.6,0,gelatin_box,rubiks_cube
occ5_scene0017,2,15,1,1,0,91.2,91.2,0,gelatin_box,rubiks_cube
occ5_scene0017,3,16,1,1,0,80.8,80.8,0,gelatin_box,rubiks_cube
occ5_scene0017,2,16,1,1,0,95.0,95.0,0,gelatin_box,rubiks_cube
occ5_scene0017,9,16,1,0,1,3.0,3.0,1,rubiks_cube,rubiks_cube
occ5_scene0017,8,11,2,2,0,64.7,80.0,0,pear,cups
occ5_scene0017,2,6,2,2,0,84.5,84.8,0,gelatin_box,rubiks_cube
occ5_scene0017,10,15,2,0,2,5.7,5.7,1,rubiks_cube,rubiks_cube
occ5_scene0017,2,10,1,1,0,73.1,73.1,0,gelatin_box,rubiks_cube
occ5_scene0017,10,14,3,2,1,12.5,48.6,0,rubiks_cube,fork
occ5_scene0017,10,11,2,1,1,31.2,58.8,0,rubiks_cube,cups
occ5_scene0017,14,15,1,0,1,3.7,3.7,0,fork,rubiks_cube
occ5_scene0018,14,19,2,1,1,34.5,41.1,0,bleach_cleanser,strawberry
occ5_scene0018,14,18,2,1,1,26.2,61.8,0,bleach_cleanser,cups
occ5_scene0018,21,22,7,1,6,0.6,6.7,1,bleach_cleanser,bleach_cleanser
occ5_scene0018,7,20,1,1,0,133.1,133.1,0,cups,pear
occ5_scene0018,18,20,1,1,0,133.6,133.6,0,cups,pear
occ5_scene0018,14,22,1,1,0,99.6,99.6,1,bleach_cleanser,bleach_cleanser
occ5_scene0018,3,21,1,0,1,0.8,0.8,1,bleach_cleanser,bleach_cleanser
occ5_scene0018,3,19,1,1,0,42.5,42.5,0,bleach_cleanser,strawberry
occ5_scene0018,16,21,2,0,2,7.2,11.7,1,bleach_cleanser,bleach_cleanser
occ5_scene0018,19,21,1,1,0,151.1,151.1,0,strawberry,bleach_cleanser
occ5_scene0019,1,13,1,1,0,139.5,139.5,0,tomato_soup_can,pear
occ5_scene0020,10,18,2,2,0,118.4,128.2,0,cups,pudding_box
occ5_scene0020,11,18,1,1,0,133.1,133.1,0,mug,pudding_box
occ5_scene0020,1,18,1,1,0,96.9,96.9,0,cups,pudding_box
stack3_scene0002,1,12,1,1,0,83.8,83.8,1,potted_meat_can,potted_meat_can
stack3_scene0002,9,12,4,1,3,5.9,6.9,1,potted_meat_can,potted_meat_can
stack3_scene0002,1,9,1,0,1,10.6,10.6,1,potted_meat_can,potted_meat_can
stack3_scene0002,3,9,1,1,0,108.0,108.0,0,gelatin_box,potted_meat_can
stack3_scene0003,6,7,4,1,3,19.1,28.3,0,potted_meat_can,tennis_ball
stack3_scene0003,6,10,4,0,4,2.2,4.4,1,potted_meat_can,potted_meat_can
stack3_scene0003,1,6,1,0,1,11.5,11.5,1,potted_meat_can,potted_meat_can
stack3_scene0003,3,5,1,0,1,23.4,23.4,0,potted_meat_can,tennis_ball
stack3_scene0003,3,7,1,0,1,18.1,18.1,0,potted_meat_can,tennis_ball
stack3_scene0003,5,6,1,0,1,22.8,22.8,0,tennis_ball,potted_meat_can
stack3_scene0004,1,2,2,0,2,6.1,7.8,1,sugar_box,sugar_box
stack3_scene0004,1,11,2,0,2,1.9,6.5,1,sugar_box,sugar_box
stack3_scene0005,4,11,10,2,8,0.7,25.2,0,gelatin_box,foam_brick
stack3_scene0005,4,8,1,0,1,29.1,29.1,0,gelatin_box,foam_brick
stack3_scene0005,5,11,1,1,0,46.7,46.7,0,gelatin_box,foam_brick
stack3_scene0006,6,10,3,3,0,121.8,163.3,0,tomato_soup_can,bleach_cleanser
stack3_scene0006,3,10,1,1,0,163.7,163.7,0,tomato_soup_can,bleach_cleanser
stack3_scene0006,4,6,1,1,0,175.8,175.8,0,bleach_cleanser,tomato_soup_can
stack3_scene0006,3,4,1,1,0,176.1,176.1,0,tomato_soup_can,bleach_cleanser
stack3_scene0006,3,15,7,3,4,14.4,39.0,0,tomato_soup_can,tuna_fish_can
stack3_scene0006,4,9,1,0,1,9.0,9.0,1,bleach_cleanser,bleach_cleanser
stack3_scene0006,6,15,2,0,2,20.6,28.9,0,tomato_soup_can,tuna_fish_can
stack3_scene0006,6,13,5,4,1,0.1,179.2,0,tomato_soup_can,bleach_cleanser
stack3_scene0006,9,13,4,0,4,1.5,7.4,1,bleach_cleanser,bleach_cleanser
stack3_scene0006,6,9,1,1,0,189.2,189.2,0,tomato_soup_can,bleach_cleanser
stack3_scene0006,5,9,1,0,1,11.9,11.9,1,bleach_cleanser,bleach_cleanser
stack3_scene0006,2,4,1,0,1,0.4,0.4,1,bleach_cleanser,bleach_cleanser
stack3_scene0007,15,21,1,0,1,23.9,23.9,0,cups,cracker_box
stack3_scene0007,11,22,5,5,0,49.8,174.3,1,cracker_box,cracker_box
stack3_scene0007,5,11,1,0,1,11.8,11.8,1,cracker_box,cracker_box
stack3_scene0007,4,16,1,0,1,2.6,2.6,0,cups,cracker_box
stack3_scene0007,4,11,1,0,1,13.8,13.8,0,cups,cracker_box
stack3_scene0007,16,24,1,0,1,3.1,3.1,1,cracker_box,cracker_box
stack3_scene0007,11,24,2,0,2,2.3,8.3,1,cracker_box,cracker_box
stack3_scene0007,14,21,4,4,0,72.0,193.1,0,cups,cracker_box
stack3_scene0007,14,20,1,0,1,3.5,3.5,1,cups,cups
stack3_scene0007,11,16,1,0,1,0.6,0.6,1,cracker_box,cracker_box
stack3_scene0007,4,21,2,2,0,55.4,128.7,0,cups,cracker_box
stack3_scene0008,9,15,3,2,1,2.1,561.6,1,cups,cups
stack3_scene0009,5,7,1,0,1,5.3,5.3,1,potted_meat_can,potted_meat_can
stack3_scene0009,5,6,2,0,2,4.5,5.3,1,potted_meat_can,potted_meat_can
stack3_scene0009,5,10,1,1,0,44.3,44.3,1,potted_meat_can,potted_meat_can
stack3_scene0010,10,16,5,5,0,136.2,178.4,1,cracker_box,cracker_box
stack3_scene0010,9,16,1,0,1,17.0,17.0,1,cracker_box,cracker_box
stack3_scene0010,4,20,1,1,0,113.3,113.3,1,master_chef_can,master_chef_can
stack3_scene0010,20,21,1,0,1,18.9,18.9,1,master_chef_can,master_chef_can
stack3_scene0010,14,20,1,0,1,5.3,5.3,1,master_chef_can,master_chef_can
stack3_scene0010,3,6,2,2,0,128.7,135.5,0,master_chef_can,cracker_box
stack3_scene0010,6,20,2,2,0,131.7,145.8,0,cracker_box,master_chef_can
stack3_scene0010,20,22,5,0,5,8.4,11.3,1,master_chef_can,master_chef_can
stack3_scene0011,1,5,6,5,1,6.2,55.0,0,tomato_soup_can,flat_screwdriver
stack3_scene0011,5,12,9,6,3,14.8,78.9,0,flat_screwdriver,tomato_soup_can
stack3_scene0011,5,10,4,2,2,6.6,28.2,1,flat_screwdriver,flat_screwdriver
stack3_scene0011,10,12,1,0,1,18.3,18.3,0,flat_screwdriver,tomato_soup_can
stack3_scene0011,2,5,2,2,0,52.4,108.7,1,flat_screwdriver,flat_screwdriver
stack3_scene0013,4,11,10,2,8,14.0,26.2,0,foam_brick,sponge
stack3_scene0013,7,11,3,0,3,5.8,23.5,0,foam_brick,sponge
stack3_scene0013,1,6,1,1,0,90.3,90.3,0,foam_brick,phillips_screwdriver
stack3_scene0013,4,6,2,2,0,51.6,52.9,0,foam_brick,phillips_screwdriver
stack3_scene0013,6,11,1,1,0,44.8,44.8,0,phillips_screwdriver,sponge
stack3_scene0014,1,16,9,0,9,0.2,10.1,0,tomato_soup_can,master_chef_can
stack3_scene0014,9,16,2,0,2,7.9,11.3,1,master_chef_can,master_chef_can
stack3_scene0014,11,16,2,1,1,4.0,56.6,0,orange,master_chef_can
stack3_scene0014,1,3,2,0,2,8.2,19.9,1,tomato_soup_can,tomato_soup_can
stack3_scene0014,3,16,3,2,1,8.2,48.6,0,tomato_soup_can,master_chef_can
stack3_scene0014,15,16,5,4,1,39.7,84.8,0,tomato_soup_can,master_chef_can
stack3_scene0014,1,15,3,3,0,42.3,61.4,1,tomato_soup_can,tomato_soup_can
stack3_scene0014,3,15,1,1,0,150.2,150.2,1,tomato_soup_can,tomato_soup_can
stack3_scene0014,3,11,1,1,0,230.6,230.6,0,tomato_soup_can,orange
stack3_scene0014,11,15,1,1,0,202.9,202.9,0,orange,tomato_soup_can
stack3_scene0015,4,8,10,2,8,1.2,27.1,0,gelatin_box,foam_brick
stack3_scene0015,2,3,2,2,0,324.6,341.2,0,adjustable_wrench,foam_brick
stack3_scene0015,2,7,3,3,0,58.5,324.3,0,adjustable_wrench,foam_brick
stack3_scene0015,4,5,1,0,1,26.8,26.8,0,gelatin_box,foam_brick
stack3_scene0015,5,12,1,0,1,4.3,4.3,1,foam_brick,foam_brick
stack3_scene0015,4,12,1,0,1,17.7,17.7,0,gelatin_box,foam_brick
stack3_scene0015,2,10,1,0,1,1.9,1.9,1,adjustable_wrench,adjustable_wrench
stack3_scene0015,3,8,1,0,1,6.4,6.4,1,foam_brick,foam_brick
stack3_scene0016,6,13,9,4,5,11.5,37.2,0,tomato_soup_can,tuna_fish_can
stack3_scene0016,3,7,1,1,0,183.2,183.2,0,tomato_soup_can,pudding_box
stack3_scene0016,6,7,1,1,0,184.3,184.3,0,tomato_soup_can,pudding_box
stack3_scene0017,5,11,5,2,3,26.7,32.8,1,master_chef_can,master_chef_can
stack3_scene0017,2,5,1,1,0,60.8,60.8,0,baseball,master_chef_can
stack3_scene0017,3,5,1,0,1,27.9,27.9,0,tomato_soup_can,master_chef_can
stack3_scene0017,1,11,9,0,9,1.1,6.8,0,tomato_soup_can,master_chef_can
stack3_scene0017,2,11,2,2,0,62.4,81.3,0,baseball,master_chef_can
stack3_scene0017,11,14,6,4,2,20.5,78.5,0,master_chef_can,tomato_soup_can
stack3_scene0017,2,14,2,2,0,49.9,125.8,0,baseball,tomato_soup_can
stack3_scene0017,1,5,4,0,4,9.2,18.1,0,tomato_soup_can,master_chef_can
stack3_scene0017,4,5,2,0,2,25.0,27.7,0,tomato_soup_can,master_chef_can
stack3_scene0017,4,11,3,1,2,24.8,30.3,0,tomato_soup_can,master_chef_can
stack3_scene0017,4,14,2,2,0,93.0,110.2,1,tomato_soup_can,tomato_soup_can
stack3_scene0017,5,14,3,3,0,70.3,100.6,0,master_chef_can,tomato_soup_can
stack3_scene0017,1,14,3,3,0,41.3,41.5,1,tomato_soup_can,tomato_soup_can
stack3_scene0018,2,7,2,0,2,5.2,7.1,1,sugar_box,sugar_box
stack3_scene0018,2,12,6,0,6,0.6,10.6,1,sugar_box,sugar_box
stack3_scene0018,7,12,1,1,0,41.2,41.2,1,sugar_box,sugar_box
stack3_scene0019,8,9,6,0,6,0.6,6.5,0,wood_block,foam_brick
stack3_scene0019,8,13,3,3,0,94.4,140.6,0,wood_block,mug
stack3_scene0019,5,9,3,0,3,26.0,27.2,0,wood_block,foam_brick
stack3_scene0019,6,9,2,0,2,3.2,3.6,0,wood_block,foam_brick
stack3_scene0019,3,4,1,1,0,64.1,64.1,1,wood_block,wood_block
stack3_scene0019,1,4,1,0,1,13.1,13.1,1,wood_block,wood_block
stack3_scene0019,4,10,5,1,4,12.8,33.2,0,wood_block,foam_brick
stack3_scene0019,1,2,2,2,0,71.2,147.7,0,wood_block,mug
stack3_scene0019,1,13,1,1,0,223.7,223.7,0,wood_block,mug
