class,shoulder,plane_med,zov,objA,objB,scene
並排有縫,0.049180327868852514,82.9,1.0,mug,medium_clamp,occ5_scene0020
並排有縫,0.03448275862068961,128.2,1.0,cups,pudding_box,occ5_scene0020
並排有縫,0.6129032258064516,139.7,1.0,cups,pudding_box,occ5_scene0020
並排有縫,0.7868852459016393,92.9,1.0,cups,medium_clamp,occ5_scene0020
並排有縫,0.5245901639344263,84.1,1.0,medium_clamp,cups,occ5_scene0020
同物過切,0.5125,6.0,0.14,potted_meat_can,potted_meat_can,stack3_scene0002
同物過切,0.7625,10.6,0.14,potted_meat_can,potted_meat_can,stack3_scene0002
並排有縫,0.48750000000000004,108.0,0.0,potted_meat_can,gelatin_box,stack3_scene0002
並排有縫,0.21621621621621623,126.5,0.0,potted_meat_can,tennis_ball,stack3_scene0003
同物過切,0.5945945945945945,11.5,0.14,potted_meat_can,potted_meat_can,stack3_scene0003
同物過切,0.5810810810810811,4.4,0.14,potted_meat_can,potted_meat_can,stack3_scene0003
同物過切,0.782608695652174,8.4,0.0,sugar_box,sugar_box,stack3_scene0004
同物過切,0.782608695652174,8.0,0.25,sugar_box,sugar_box,stack3_scene0004
同物過切,0.9565217391304348,11.1,0.0,sugar_box,sugar_box,stack3_scene0004
相疊on,0.036363636363636376,25.2,0.14,gelatin_box,foam_brick,stack3_scene0005
相疊on,0.7894736842105263,40.1,0.0,tuna_fish_can,tomato_soup_can,stack3_scene0006
同物過切,0.3846153846153846,11.5,0.25,bleach_cleanser,bleach_cleanser,stack3_scene0006
同物過切,0.14035087719298245,5.8,0.4,tomato_soup_can,tomato_soup_can,stack3_scene0006
同物過切,0.7551020408163265,47.8,0.0,bleach_cleanser,bleach_cleanser,stack3_scene0006
並排有縫,0.543859649122807,167.1,1.0,tomato_soup_can,bleach_cleanser,stack3_scene0006
同物過切,0.5510204081632653,11.9,0.0,bleach_cleanser,bleach_cleanser,stack3_scene0006
並排有縫,0.6734693877551021,163.7,1.0,tomato_soup_can,bleach_cleanser,stack3_scene0006
相疊on,0.7,14.1,0.36,tuna_fish_can,tomato_soup_can,stack3_scene0006
同物過切,0.65,8.9,0.93,cracker_box,cracker_box,stack3_scene0007
同物過切,0.125,3.5,1.0,cups,cups,stack3_scene0007
並排有縫,0.625,193.1,1.0,cracker_box,cups,stack3_scene0007
並排有縫,0.9487179487179487,193.1,0.41,cracker_box,cups,stack3_scene0007
並排有縫,0.8717948717948718,213.1,0.0,cracker_box,cups,stack3_scene0007
同物過切,0.9176470588235294,5.3,0.14,potted_meat_can,potted_meat_can,stack3_scene0009
並排有縫,0.9583333333333334,131.7,1.0,cracker_box,master_chef_can,stack3_scene0010
並排有縫,0.8444444444444444,145.8,0.19,cracker_box,master_chef_can,stack3_scene0010
同物過切,0.6785714285714286,3.2,0.89,cracker_box,cracker_box,stack3_scene0010
同物過切,0.6,11.3,0.5,master_chef_can,master_chef_can,stack3_scene0010
相疊on,0.5925925925925926,14.3,0.2,tuna_fish_can,tomato_soup_can,stack3_scene0011
同物過切,0.4666666666666667,1.8,0.83,tomato_soup_can,tomato_soup_can,stack3_scene0011
同物過切,0.4285714285714286,5.4,0.33,potted_meat_can,potted_meat_can,stack3_scene0012
相疊on,0.7027027027027026,26.2,0.5,sponge,foam_brick,stack3_scene0013
相疊on,0.08695652173913049,7.7,0.21,master_chef_can,tomato_soup_can,stack3_scene0014
同物過切,0.05555555555555558,20.1,0.5,tomato_soup_can,tomato_soup_can,stack3_scene0014
並排有縫,0.2777777777777778,202.9,0.0,orange,tomato_soup_can,stack3_scene0014
相疊on,0.14814814814814814,61.7,0.0,master_chef_can,tomato_soup_can,stack3_scene0014
相疊on,0.2142857142857143,27.1,0.25,gelatin_box,foam_brick,stack3_scene0015
相疊on,0.7,13.7,0.45,tuna_fish_can,tomato_soup_can,stack3_scene0016
同物過切,0.6153846153846154,1.8,0.8,tomato_soup_can,tomato_soup_can,stack3_scene0016
並排有縫,0.55,184.3,0.45,pudding_box,tomato_soup_can,stack3_scene0016
同物過切,0.17543859649122806,16.3,0.5,tomato_soup_can,tomato_soup_can,stack3_scene0017
相疊on,0.1578947368421053,56.1,0.0,master_chef_can,tomato_soup_can,stack3_scene0017
相疊on,0.5,6.8,0.21,master_chef_can,tomato_soup_can,stack3_scene0017
並排有縫,0.12307692307692308,201.6,0.0,tomato_soup_can,baseball,stack3_scene0017
並排有縫,0.14473684210526316,81.3,1.0,master_chef_can,baseball,stack3_scene0017
同物過切,0.5555555555555556,10.6,0.0,sugar_box,sugar_box,stack3_scene0018
相疊on,0.3125,6.5,0.2,wood_block,foam_brick,stack3_scene0019
並排有縫,0.42105263157894735,140.6,1.0,wood_block,mug,stack3_scene0019
並排有縫,0.9090909090909091,223.7,0.0,mug,foam_brick,stack3_scene0019
相疊on,0.8787878787878788,47.2,0.18,wood_block,foam_brick,stack3_scene0019
同物過切,0.7714285714285715,9.0,1.0,tuna_fish_can,tuna_fish_can,stack3_scene0020
並排有縫,0.46153846153846156,170.0,0.0,racquetball,wood_block,stack4_scene0001
同物過切,0.8021978021978022,39.6,0.29,wood_block,wood_block,stack4_scene0001
並排有縫,0.6734693877551021,145.7,1.0,racquetball,wood_block,stack4_scene0001
並排有縫,0.12244897959183676,133.9,1.0,wood_block,racquetball,stack4_scene0001
同物過切,0.9230769230769231,15.5,0.29,wood_block,wood_block,stack4_scene0001
相疊on,0.9651162790697675,67.5,0.0,tuna_fish_can,tomato_soup_can,stack4_scene0002
相疊on,0.926829268292683,12.9,0.46,tuna_fish_can,tomato_soup_can,stack4_scene0002
同物過切,0.5,8.3,0.25,tomato_soup_can,tomato_soup_can,stack4_scene0002
並排有縫,0.1392405063291139,185.1,0.57,master_chef_can,apple,stack4_scene0003
相疊on,0.5882352941176471,18.6,0.2,pudding_box,master_chef_can,stack4_scene0003
同物過切,0.3846153846153846,29.0,0.91,apple,apple,stack4_scene0003
同物過切,0.33333333333333337,8.0,1.0,bleach_cleanser,bleach_cleanser,stack4_scene0004
同物過切,0.8333333333333334,18.7,1.0,bleach_cleanser,bleach_cleanser,stack4_scene0004
同物過切,0.7419354838709677,2.4,0.3,bleach_cleanser,bleach_cleanser,stack4_scene0004
同物過切,0.7714285714285715,4.6,0.96,wood_block,wood_block,stack4_scene0004
並排有縫,0.1333333333333333,27.2,0.0,bleach_cleanser,wood_block,stack4_scene0004
並排有縫,0.75,8.0,0.0,bleach_cleanser,wood_block,stack4_scene0004
並排有縫,0.7714285714285715,162.9,0.36,wood_block,bleach_cleanser,stack4_scene0004
同物過切,0.8709677419354839,17.9,0.0,bleach_cleanser,bleach_cleanser,stack4_scene0004
同物過切,0.7096774193548387,27.2,0.0,bleach_cleanser,bleach_cleanser,stack4_scene0004
並排有縫,0.4666666666666667,8.0,0.0,bleach_cleanser,wood_block,stack4_scene0004
並排有縫,0.6285714285714286,80.8,1.0,wood_block,bleach_cleanser,stack4_scene0004
同物過切,0.8095238095238095,12.6,0.0,bleach_cleanser,bleach_cleanser,stack4_scene0004
並排有縫,0.59375,27.2,0.0,bleach_cleanser,wood_block,stack4_scene0004
同物過切,0.26415094339622647,1.7,1.0,fork,fork,stack4_scene0005
並排有縫,0.3666666666666667,177.4,0.68,tomato_soup_can,cups,stack4_scene0006
相疊on,0.06666666666666665,60.3,0.0,gelatin_box,tomato_soup_can,stack4_scene0006
相疊on,0.09999999999999998,27.2,0.25,gelatin_box,tomato_soup_can,stack4_scene0006
並排有縫,0.21052631578947367,167.2,0.0,cups,tomato_soup_can,stack4_scene0006
相疊on,0.4444444444444444,60.3,0.0,gelatin_box,tomato_soup_can,stack4_scene0006
相疊on,0.5333333333333333,27.2,0.33,gelatin_box,tomato_soup_can,stack4_scene0006
同物過切,0.6739130434782609,10.1,0.5,tomato_soup_can,tomato_soup_can,stack4_scene0006
相疊on,0.625,18.9,0.14,sponge,sugar_box,stack4_scene0007
相疊on,0.0625,46.9,0.0,sponge,sugar_box,stack4_scene0007
相疊on,0.35416666666666663,57.7,0.0,sponge,sugar_box,stack4_scene0007
相疊on,0.7916666666666666,14.8,0.29,sponge,sugar_box,stack4_scene0007
並排有縫,0.6444444444444444,202.8,0.0,sugar_box,tomato_soup_can,stack4_scene0007
同物過切,0.9111111111111111,8.6,0.0,sugar_box,sugar_box,stack4_scene0007
同物過切,0.2790697674418605,0.6,1.0,sugar_box,sugar_box,stack4_scene0007
同物過切,0.7777777777777778,8.0,0.31,sugar_box,sugar_box,stack4_scene0007
並排有縫,0.014925373134328401,207.8,1.0,master_chef_can,orange,stack4_scene0008
並排有縫,0.5223880597014925,120.0,1.0,cups,master_chef_can,stack4_scene0008
同物過切,0.8805970149253731,2.9,1.0,master_chef_can,master_chef_can,stack4_scene0008
同物過切,0.14814814814814814,16.8,0.2,master_chef_can,master_chef_can,stack4_scene0009
並排有縫,0.5333333333333333,151.2,1.0,mustard_bottle,master_chef_can,stack4_scene0009
並排有縫,0.4918032786885246,176.5,1.0,mustard_bottle,knife,stack4_scene0009
同物過切,0.4285714285714286,13.0,1.0,mustard_bottle,mustard_bottle,stack4_scene0009
同物過切,0.4363636363636364,1.9,1.0,knife,knife,stack4_scene0009
並排有縫,0.1428571428571429,147.4,1.0,mustard_bottle,master_chef_can,stack4_scene0009
並排有縫,0.8688524590163934,147.6,1.0,mustard_bottle,pudding_box,stack4_scene0009
相疊on,0.8222222222222222,15.5,0.42,pudding_box,master_chef_can,stack4_scene0009
並排有縫,0.6451612903225806,176.7,0.0,mustard_bottle,knife,stack4_scene0009
同物過切,0.696969696969697,4.9,1.0,master_chef_can,master_chef_can,stack4_scene0010
同物過切,0.8787878787878788,4.5,1.0,master_chef_can,master_chef_can,stack4_scene0010
並排有縫,0.8333333333333334,139.0,1.0,lemon,master_chef_can,stack4_scene0010
並排有縫,0.06666666666666665,149.0,0.0,tuna_fish_can,lemon,stack4_scene0010
相疊on,0.033333333333333326,3.1,0.5,master_chef_can,tuna_fish_can,stack4_scene0010
並排有縫,0.4107142857142857,148.9,1.0,master_chef_can,lemon,stack4_scene0010
相疊on,0.6764705882352942,3.9,0.21,master_chef_can,tomato_soup_can,stack4_scene0011
相疊on,0.09090909090909094,55.9,0.0,master_chef_can,tomato_soup_can,stack4_scene0011
並排有縫,0.24242424242424243,153.7,1.0,master_chef_can,peach,stack4_scene0011
同物過切,0.6428571428571428,7.4,0.8,tomato_soup_can,tomato_soup_can,stack4_scene0011
相疊on,0.8076923076923077,87.9,0.0,gelatin_box,tomato_soup_can,stack4_scene0012
同物過切,0.23076923076923073,10.1,0.33,tomato_soup_can,tomato_soup_can,stack4_scene0012
並排有縫,0.23076923076923073,211.8,0.0,tomato_soup_can,spoon,stack4_scene0012
相疊on,0.6538461538461539,87.9,0.0,gelatin_box,tomato_soup_can,stack4_scene0012
相疊on,0.696969696969697,25.2,0.33,gelatin_box,tomato_soup_can,stack4_scene0012
並排有縫,0.5094339622641509,142.1,0.0,tomato_soup_can,banana,stack4_scene0012
並排有縫,0.17500000000000004,239.2,0.0,tomato_soup_can,spoon,stack4_scene0012
相疊on,0.4545454545454546,25.2,0.33,gelatin_box,tomato_soup_can,stack4_scene0012
並排有縫,0.6886792452830188,158.3,0.33,tomato_soup_can,banana,stack4_scene0012
並排有縫,0.5,192.6,0.0,cups,cracker_box,stack4_scene0013
同物過切,0.95,12.8,0.38,cups,cups,stack4_scene0013
並排有縫,0.97,199.0,1.0,cracker_box,cups,stack4_scene0013
並排有縫,0.5185185185185186,104.3,0.71,pear,cracker_box,stack4_scene0013
並排有縫,0.88,197.3,1.0,cups,cracker_box,stack4_scene0013
同物過切,0.7307692307692308,2.9,0.93,cracker_box,cracker_box,stack4_scene0013
並排有縫,0.2857142857142857,197.3,0.0,cups,cracker_box,stack4_scene0013
並排有縫,0.9318181818181819,122.7,1.0,pear,cracker_box,stack4_scene0013
並排有縫,0.85,192.6,1.0,cups,cracker_box,stack4_scene0013
並排有縫,0.7727272727272727,199.0,0.0,cracker_box,cups,stack4_scene0013
並排有縫,0.8148148148148149,132.5,0.0,pear,cracker_box,stack4_scene0013
相疊on,0.6875,11.5,0.86,sponge,sugar_box,stack4_scene0014
並排有縫,0.7333333333333334,170.6,1.0,pitcher_base,sponge,stack4_scene0014
並排有縫,0.33333333333333337,160.5,1.0,sponge,rubiks_cube,stack4_scene0014
並排有縫,0.8603896103896104,159.6,1.0,pitcher_base,sugar_box,stack4_scene0014
並排有縫,0.7906976744186046,170.9,0.0,sugar_box,rubiks_cube,stack4_scene0014
同物過切,0.8372093023255813,9.0,0.31,sugar_box,sugar_box,stack4_scene0014
相疊on,0.627906976744186,21.1,0.15,sponge,sugar_box,stack4_scene0014
並排有縫,0.55,31.0,1.0,pitcher_base,sugar_box,stack4_scene0014
同物過切,0.8301886792452831,17.0,0.75,tomato_soup_can,tomato_soup_can,stack4_scene0015
並排有縫,0.8653846153846154,193.0,1.0,sugar_box,cups,stack4_scene0016
並排有縫,0.34615384615384615,168.7,0.0,sugar_box,cups,stack4_scene0016
同物過切,0.7647058823529411,5.4,0.4,sugar_box,sugar_box,stack4_scene0016
並排有縫,0.944,107.0,1.0,banana,sugar_box,stack4_scene0016
同物過切,0.4117647058823529,5.8,0.07,sugar_box,sugar_box,stack4_scene0016
相疊on,0.04347826086956519,9.4,0.25,master_chef_can,foam_brick,stack4_scene0017
並排有縫,0.38636363636363635,179.2,1.0,foam_brick,cracker_box,stack4_scene0017
並排有縫,0.9130434782608696,206.4,0.52,master_chef_can,cracker_box,stack4_scene0017
並排有縫,0.9230769230769231,213.9,1.0,cracker_box,master_chef_can,stack4_scene0017
同物過切,0.8518518518518519,1194.0,0.89,cracker_box,cracker_box,stack4_scene0017
同物過切,0.9166666666666666,1194.0,0.88,cracker_box,cracker_box,stack4_scene0017
並排有縫,0.4782608695652174,208.1,0.87,master_chef_can,cracker_box,stack4_scene0017
並排有縫,0.8333333333333334,213.9,0.33,cracker_box,master_chef_can,stack4_scene0017
並排有縫,0.9545454545454546,192.0,0.33,foam_brick,cracker_box,stack4_scene0017
並排有縫,0.9736842105263158,206.4,1.0,master_chef_can,cracker_box,stack4_scene0017
並排有縫,0.9591836734693877,192.0,1.0,foam_brick,cracker_box,stack4_scene0017
同物過切,0.7916666666666666,3.6,0.95,cracker_box,cracker_box,stack4_scene0017
相疊on,0.8947368421052632,38.7,0.0,tuna_fish_can,tomato_soup_can,stack4_scene0018
並排有縫,0.9166666666666666,165.2,0.77,tomato_soup_can,cracker_box,stack4_scene0018
同物過切,0.9230769230769231,242.8,0.83,cracker_box,cracker_box,stack4_scene0018
並排有縫,0.7777777777777778,165.2,0.55,tomato_soup_can,cracker_box,stack4_scene0018
同物過切,0.8947368421052632,242.8,0.86,cracker_box,cracker_box,stack4_scene0018
並排有縫,0.3076923076923077,178.7,1.0,tomato_soup_can,cracker_box,stack4_scene0018
同物過切,0.7307692307692308,6.8,0.93,cracker_box,cracker_box,stack4_scene0018
同物過切,0.3939393939393939,9.0,1.0,foam_brick,foam_brick,stack4_scene0018
相疊on,0.368421052631579,24.0,0.33,tuna_fish_can,tomato_soup_can,stack4_scene0018
同物過切,0.5238095238095238,28.5,0.55,wood_block,wood_block,stack4_scene0019
同物過切,0.30000000000000004,12.2,0.0,wood_block,wood_block,stack4_scene0019
同物過切,0.052631578947368474,6.6,1.0,potted_meat_can,potted_meat_can,stack4_scene0020
並排有縫,0.1875,132.8,1.0,potted_meat_can,cups,stack4_scene0020
並排有縫,0.978494623655914,134.8,0.73,potted_meat_can,cups,stack4_scene0020
同物過切,0.9230769230769231,4.9,0.45,potted_meat_can,potted_meat_can,stack4_scene0020
並排有縫,0.6923076923076923,182.1,1.0,cracker_box,apple,stack5_scene0001
並排有縫,0.11363636363636365,262.2,1.0,master_chef_can,flat_screwdriver,stack5_scene0001
並排有縫,0.7692307692307692,271.6,0.0,cracker_box,flat_screwdriver,stack5_scene0001
並排有縫,0.9090909090909091,153.0,1.0,cracker_box,master_chef_can,stack5_scene0001
並排有縫,0.7272727272727273,182.1,0.0,cracker_box,apple,stack5_scene0001
同物過切,0.6666666666666667,1.1,0.33,cracker_box,cracker_box,stack5_scene0001
並排有縫,0.42647058823529416,271.6,1.0,cracker_box,flat_screwdriver,stack5_scene0001
同物過切,0.6086956521739131,17.9,0.25,master_chef_can,master_chef_can,stack5_scene0001
同物過切,0.5185185185185186,7.5,0.38,cracker_box,cracker_box,stack5_scene0001
並排有縫,0.5384615384615384,222.6,0.0,flat_screwdriver,master_chef_can,stack5_scene0001
並排有縫,0.8043478260869565,153.0,0.05,cracker_box,master_chef_can,stack5_scene0001
同物過切,0.6785714285714286,10.6,0.78,cups,cups,stack5_scene0002
同物過切,0.4,1.8,0.6,bleach_cleanser,bleach_cleanser,stack5_scene0002
並排有縫,0.49056603773584906,185.8,1.0,master_chef_can,bleach_cleanser,stack5_scene0002
同物過切,0.2857142857142857,1.6,1.0,bleach_cleanser,bleach_cleanser,stack5_scene0002
同物過切,0.0,3.1,0.0,bleach_cleanser,bleach_cleanser,stack5_scene0002
並排有縫,0.6037735849056604,183.5,0.9,master_chef_can,bleach_cleanser,stack5_scene0002
並排有縫,0.19444444444444442,126.6,1.0,apple,strawberry,stack5_scene0004
同物過切,0.33333333333333337,8.8,0.12,sugar_box,sugar_box,stack5_scene0004
並排有縫,0.9813084112149533,179.5,0.8,sugar_box,large_clamp,stack5_scene0004
並排有縫,0.8878504672897196,208.1,0.0,sugar_box,large_clamp,stack5_scene0004
同物過切,0.33333333333333337,5.0,0.38,sugar_box,sugar_box,stack5_scene0004
並排有縫,0.9065420560747663,179.5,1.0,sugar_box,large_clamp,stack5_scene0004
並排有縫,0.7850467289719626,192.1,1.0,sugar_box,large_clamp,stack5_scene0004
同物過切,0.8333333333333334,3.1,0.0,sugar_box,sugar_box,stack5_scene0004
同物過切,0.4347826086956522,4.9,0.5,rubiks_cube,rubiks_cube,stack5_scene0005
並排有縫,0.607843137254902,129.0,0.44,tuna_fish_can,cups,stack5_scene0005
並排有縫,0.45238095238095233,108.8,1.0,rubiks_cube,pudding_box,stack5_scene0005
並排有縫,0.4444444444444444,145.8,0.78,tuna_fish_can,cups,stack5_scene0005
相疊on,0.5238095238095238,20.6,0.44,pudding_box,tuna_fish_can,stack5_scene0005
同物過切,0.8235294117647058,4.7,0.67,cups,cups,stack5_scene0005
並排有縫,0.7666666666666666,151.9,1.0,sugar_box,tennis_ball,stack5_scene0006
同物過切,0.32608695652173914,9.5,0.0,sugar_box,sugar_box,stack5_scene0006
並排有縫,0.375,117.9,0.85,sugar_box,bowl,stack5_scene0006
同物過切,0.9347826086956522,6.4,0.27,sugar_box,sugar_box,stack5_scene0006
並排有縫,0.23333333333333328,174.9,0.0,sugar_box,tennis_ball,stack5_scene0006
並排有縫,0.0714285714285714,115.9,1.0,bowl,sugar_box,stack5_scene0006
並排有縫,0.10416666666666663,211.2,0.0,sugar_box,tuna_fish_can,stack5_scene0007
同物過切,0.8604651162790697,13.7,0.0,sugar_box,sugar_box,stack5_scene0007
並排有縫,0.18867924528301883,260.5,0.0,sugar_box,apple,stack5_scene0007
同物過切,0.4651162790697675,18.4,0.0,sugar_box,sugar_box,stack5_scene0007
同物過切,0.9069767441860466,14.7,0.0,sugar_box,sugar_box,stack5_scene0007
同物過切,0.4,5.2,0.2,tuna_fish_can,tuna_fish_can,stack5_scene0007
並排有縫,0.4,129.6,0.0,tomato_soup_can,potted_meat_can,stack5_scene0008
同物過切,0.6949152542372881,3.4,0.29,potted_meat_can,potted_meat_can,stack5_scene0008
並排有縫,0.8,14.3,1.0,tomato_soup_can,potted_meat_can,stack5_scene0008
相疊on,0.0,39.5,0.0,tomato_soup_can,tuna_fish_can,stack5_scene0008
同物過切,0.8695652173913043,5.8,0.62,tomato_soup_can,tomato_soup_can,stack5_scene0008
並排有縫,0.8181818181818181,121.7,1.0,cups,tuna_fish_can,stack5_scene0008
相疊on,0.6666666666666667,14.9,1.0,tuna_fish_can,tomato_soup_can,stack5_scene0008
並排有縫,0.4629629629629629,194.9,0.0,knife,potted_meat_can,stack5_scene0009
並排有縫,0.4629629629629629,205.9,1.0,knife,potted_meat_can,stack5_scene0009
同物過切,0.1428571428571429,0.8,1.0,knife,knife,stack5_scene0009
並排有縫,0.3076923076923077,129.6,1.0,wood_block,potted_meat_can,stack5_scene0009
並排有縫,0.47058823529411764,174.7,0.0,potted_meat_can,wood_block,stack5_scene0009
同物過切,0.1470588235294118,13.5,0.25,potted_meat_can,potted_meat_can,stack5_scene0009
同物過切,0.08823529411764708,0.4,0.5,wood_block,wood_block,stack5_scene0009
並排有縫,0.35,134.0,1.0,wood_block,potted_meat_can,stack5_scene0009
同物過切,0.3793103448275862,16.4,0.25,potted_meat_can,potted_meat_can,stack5_scene0009
同物過切,0.3448275862068966,1.2,1.0,potted_meat_can,potted_meat_can,stack5_scene0010
同物過切,0.7532467532467533,10.0,0.17,potted_meat_can,potted_meat_can,stack5_scene0010
同物過切,0.48051948051948057,14.0,0.17,potted_meat_can,potted_meat_can,stack5_scene0010
並排有縫,0.6756756756756757,211.2,0.0,wood_block,sponge,stack5_scene0011
相疊on,0.5555555555555556,27.5,0.5,foam_brick,sponge,stack5_scene0011
同物過切,0.32432432432432434,13.6,0.62,wood_block,wood_block,stack5_scene0011
同物過切,0.31034482758620685,0.7,1.0,padlock,padlock,stack5_scene0011
同物過切,0.18181818181818177,8.4,1.0,tennis_ball,tennis_ball,stack5_scene0011
並排有縫,0.6,201.3,1.0,wood_block,sponge,stack5_scene0011
並排有縫,0.30188679245283023,180.7,0.0,wood_block,foam_brick,stack5_scene0011
並排有縫,0.4339622641509434,188.7,1.0,wood_block,foam_brick,stack5_scene0011
並排有縫,0.5714285714285714,218.1,1.0,sponge,wood_block,stack5_scene0011
並排有縫,0.2592592592592593,160.3,0.5,foam_brick,padlock,stack5_scene0011
同物過切,0.38888888888888884,10.2,0.89,orange,orange,stack5_scene0012
同物過切,0.41666666666666663,1.3,1.0,phillips_screwdriver,phillips_screwdriver,stack5_scene0012
同物過切,0.35,7.0,0.27,sugar_box,sugar_box,stack5_scene0013
並排有縫,0.4864864864864865,173.0,1.0,foam_brick,sugar_box,stack5_scene0013
相疊on,0.55,27.8,0.38,sponge,foam_brick,stack5_scene0013
相疊on,0.8695652173913043,11.4,0.0,cracker_box,sugar_box,stack5_scene0014
相疊on,0.8840579710144928,4.1,0.17,cracker_box,sugar_box,stack5_scene0014
並排有縫,0.18367346938775508,181.6,1.0,cracker_box,baseball,stack5_scene0014
同物過切,0.3846153846153846,36.9,1.0,sugar_box,sugar_box,stack5_scene0014
並排有縫,0.625,129.4,0.93,cracker_box,baseball,stack5_scene0014
同物過切,0.33333333333333337,0.1,0.96,cracker_box,cracker_box,stack5_scene0014
同物過切,0.19999999999999996,2.9,0.5,bleach_cleanser,bleach_cleanser,stack5_scene0015
同物過切,0.6363636363636364,9.2,1.0,tennis_ball,tennis_ball,stack5_scene0015
同物過切,0.0625,0.5,1.0,fork,fork,stack5_scene0016
並排有縫,0.5306122448979591,87.4,0.0,mustard_bottle,tomato_soup_can,stack5_scene0016
同物過切,0.7692307692307692,0.3,1.0,tomato_soup_can,tomato_soup_can,stack5_scene0016
並排有縫,0.7051282051282051,252.5,1.0,wood_block,mustard_bottle,stack5_scene0016
相疊on,0.4024390243902439,4.1,0.12,wood_block,tomato_soup_can,stack5_scene0016
相疊on,0.9387755102040817,14.9,0.0,tomato_soup_can,wood_block,stack5_scene0016
並排有縫,0.01449275362318836,139.2,1.0,cups,master_chef_can,stack5_scene0017
並排有縫,0.5942028985507246,136.3,1.0,master_chef_can,sugar_box,stack5_scene0017
同物過切,0.9285714285714286,1.9,0.18,sugar_box,sugar_box,stack5_scene0017
並排有縫,0.6911764705882353,134.0,1.0,cups,sugar_box,stack5_scene0017
並排有縫,0.9230769230769231,136.1,0.82,master_chef_can,sugar_box,stack5_scene0017
同物過切,0.5428571428571429,3.3,1.0,padlock,padlock,stack5_scene0017
相疊on,0.6734693877551021,30.3,0.0,gelatin_box,tomato_soup_can,stack5_scene0018
並排有縫,0.5079365079365079,152.2,0.62,tomato_soup_can,cups,stack5_scene0018
並排有縫,0.2222222222222222,127.3,0.0,tomato_soup_can,cups,stack5_scene0018
相疊on,0.4838709677419355,28.4,0.4,gelatin_box,tomato_soup_can,stack5_scene0018
並排有縫,0.9,87.4,1.0,cracker_box,orange,stack5_scene0019
並排有縫,0.95,89.1,0.0,cracker_box,orange,stack5_scene0019
並排有縫,0.8333333333333334,48.2,0.8,cracker_box,orange,stack5_scene0019
同物過切,0.4,5.5,0.93,cracker_box,cracker_box,stack5_scene0019
並排有縫,0.8,227.5,1.0,cracker_box,bowl,stack5_scene0019
並排有縫,0.7,227.5,0.05,cracker_box,bowl,stack5_scene0019
並排有縫,0.05882352941176472,96.2,1.0,pear,softball,stack5_scene0020
並排有縫,0.15625,156.2,1.0,softball,pudding_box,stack5_scene0020
相疊on,0.9259259259259259,21.6,1.0,tuna_fish_can,pudding_box,stack5_scene0020
相疊on,0.4814814814814815,24.0,0.11,tuna_fish_can,pudding_box,stack5_scene0020
並排有縫,0.4666666666666667,136.7,1.0,softball,cups,stack5_scene0020
同物過切,0.7454545454545455,10.5,0.67,tuna_fish_can,tuna_fish_can,stack5_scene0020
