scene,i,j,class,plane_med,plane_min,kink_deg,zov,conn,objA,objB
occ5_scene0007,3,6,並排有縫,46.9,46.9,0.0,0.92,0,peach,tennis_ball
occ5_scene0007,3,5,並排有縫,53.5,46.3,0.0,0.0,0,peach,tomato_soup_can
occ5_scene0008,3,8,並排有縫,146.8,125.8,0.0,0.0,0,cracker_box,foam_brick
occ5_scene0008,4,9,並排有縫,158.8,22.9,0.1,1.0,0,cracker_box,tennis_ball
occ5_scene0008,2,3,同物過切,4.3,4.3,0.0,0.75,1,cracker_box,cracker_box
occ5_scene0008,8,9,並排有縫,49.2,45.8,0.0,0.86,0,foam_brick,tennis_ball
occ5_scene0008,3,9,並排有縫,158.8,22.9,0.1,0.0,0,cracker_box,tennis_ball
occ5_scene0008,4,8,並排有縫,146.8,125.8,0.0,1.0,0,cracker_box,foam_brick
occ5_scene0008,2,5,同物過切,7.5,7.5,0.1,0.92,1,cracker_box,cracker_box
occ5_scene0009,3,4,同物過切,2.0,1.7,0.1,0.88,1,cups,cups
occ5_scene0009,3,7,並排有縫,71.7,66.3,0.0,0.88,0,cups,softball
occ5_scene0009,5,7,並排有縫,101.8,98.3,0.0,0.88,0,peach,softball
occ5_scene0009,6,7,並排有縫,80.5,58.5,0.0,1.0,0,wood_block,softball
occ5_scene0009,2,6,同物過切,18.4,18.4,0.2,1.0,1,wood_block,wood_block
occ5_scene0009,5,6,並排有縫,142.3,142.3,0.0,1.0,0,peach,wood_block
occ5_scene0009,1,6,並排有縫,74.9,73.9,0.1,1.0,0,phillips_screwdriver,wood_block
occ5_scene0009,4,7,並排有縫,86.2,86.2,0.1,1.0,0,cups,softball
occ5_scene0009,3,5,並排有縫,46.1,37.3,0.0,1.0,0,cups,peach
occ5_scene0010,1,5,並排有縫,55.5,40.0,0.1,1.0,0,pear,cups
occ5_scene0010,3,7,同物過切,6.2,6.2,0.1,1.0,1,wood_block,wood_block
occ5_scene0010,5,7,並排有縫,78.8,78.4,0.0,1.0,0,cups,wood_block
occ5_scene0010,2,3,並排有縫,84.6,83.3,0.0,1.0,0,lemon,wood_block
occ5_scene0010,6,7,同物過切,6.1,4.1,0.1,0.25,1,wood_block,wood_block
occ5_scene0010,3,6,同物過切,4.7,4.7,0.1,0.25,1,wood_block,wood_block
occ5_scene0010,3,5,並排有縫,68.9,60.6,0.0,1.0,0,wood_block,cups
occ5_scene0011,5,7,同物過切,12.5,0.8,0.1,0.17,1,master_chef_can,master_chef_can
occ5_scene0011,1,6,並排有縫,113.6,113.6,0.0,1.0,0,nine_hole_peg_test,potted_meat_can
occ5_scene0011,9,11,並排有縫,68.0,68.0,0.0,0.86,0,softball,potted_meat_can
occ5_scene0011,2,5,並排有縫,105.0,105.0,0.1,1.0,0,nine_hole_peg_test,master_chef_can
occ5_scene0011,1,12,同物過切,32.9,32.9,0.1,1.0,0,nine_hole_peg_test,nine_hole_peg_test
occ5_scene0011,6,11,同物過切,2.9,2.9,0.1,0.14,1,potted_meat_can,potted_meat_can
occ5_scene0011,6,8,並排有縫,32.6,32.6,0.1,1.0,0,potted_meat_can,strawberry
occ5_scene0011,4,11,同物過切,18.9,18.9,0.1,0.0,0,potted_meat_can,potted_meat_can
occ5_scene0011,8,11,並排有縫,65.8,65.8,0.1,0.0,0,strawberry,potted_meat_can
occ5_scene0011,2,4,並排有縫,100.9,100.9,0.1,0.73,0,nine_hole_peg_test,potted_meat_can
occ5_scene0011,1,2,同物過切,14.6,14.6,0.1,0.29,1,nine_hole_peg_test,nine_hole_peg_test
occ5_scene0011,7,9,並排有縫,200.3,200.3,0.0,0.0,0,master_chef_can,softball
occ5_scene0011,6,7,並排有縫,10.7,10.7,0.1,0.0,0,potted_meat_can,master_chef_can
occ5_scene0011,3,11,同物過切,12.4,5.9,0.1,0.14,1,potted_meat_can,potted_meat_can
occ5_scene0011,5,8,並排有縫,33.7,32.6,0.2,1.0,0,master_chef_can,strawberry
occ5_scene0011,2,3,並排有縫,100.9,100.9,0.1,0.91,0,nine_hole_peg_test,potted_meat_can
occ5_scene0011,2,6,並排有縫,101.9,94.4,0.1,0.91,0,nine_hole_peg_test,potted_meat_can
occ5_scene0011,7,11,並排有縫,75.1,68.7,0.0,0.0,0,master_chef_can,potted_meat_can
occ5_scene0011,7,8,並排有縫,62.0,62.0,0.1,0.0,0,master_chef_can,strawberry
occ5_scene0012,3,7,並排有縫,190.9,190.9,0.1,0.0,0,bleach_cleanser,cups
occ5_scene0012,3,10,並排有縫,173.9,173.9,0.0,0.0,0,bleach_cleanser,baseball
occ5_scene0012,2,5,並排有縫,102.8,58.7,0.0,1.0,0,master_chef_can,bleach_cleanser
occ5_scene0012,10,12,並排有縫,176.2,175.8,0.0,1.0,0,baseball,bleach_cleanser
occ5_scene0012,2,8,並排有縫,120.1,115.1,0.0,1.0,0,master_chef_can,cups
occ5_scene0012,6,8,並排有縫,38.6,17.9,0.1,1.0,0,foam_brick,cups
occ5_scene0012,4,5,並排有縫,170.0,170.0,0.0,1.0,0,master_chef_can,bleach_cleanser
occ5_scene0012,3,9,同物過切,1.6,1.6,0.0,0.0,0,bleach_cleanser,bleach_cleanser
occ5_scene0012,3,12,同物過切,7.5,6.3,0.0,0.46,1,bleach_cleanser,bleach_cleanser
occ5_scene0012,1,2,並排有縫,147.7,147.7,0.0,1.0,0,bleach_cleanser,master_chef_can
occ5_scene0012,2,7,並排有縫,133.2,133.2,0.1,1.0,0,master_chef_can,cups
occ5_scene0012,2,10,並排有縫,256.7,256.7,0.0,1.0,0,master_chef_can,baseball
occ5_scene0012,6,7,並排有縫,10.6,3.8,0.1,1.0,0,foam_brick,cups
occ5_scene0012,7,12,並排有縫,113.9,113.9,0.1,1.0,0,cups,bleach_cleanser
occ5_scene0012,3,5,同物過切,0.2,0.2,0.0,0.0,0,bleach_cleanser,bleach_cleanser
occ5_scene0012,2,3,並排有縫,140.6,140.6,0.0,0.0,0,master_chef_can,bleach_cleanser
occ5_scene0012,2,9,並排有縫,28.4,28.4,0.0,0.56,0,master_chef_can,bleach_cleanser
occ5_scene0012,2,6,並排有縫,88.8,80.6,0.0,1.0,0,master_chef_can,foam_brick
occ5_scene0012,2,12,並排有縫,137.5,136.1,0.0,1.0,0,master_chef_can,bleach_cleanser
occ5_scene0013,3,4,並排有縫,192.1,192.1,0.1,0.22,0,cups,tomato_soup_can
occ5_scene0013,8,12,同物過切,5.1,2.7,0.1,0.2,1,potted_meat_can,potted_meat_can
occ5_scene0013,10,12,並排有縫,59.4,59.4,0.0,1.0,0,gelatin_box,potted_meat_can
occ5_scene0013,1,3,並排有縫,221.4,221.4,0.0,1.0,0,tomato_soup_can,cups
occ5_scene0013,3,6,同物過切,4.5,1.2,0.1,0.5,1,cups,cups
occ5_scene0013,4,11,同物過切,14.0,14.0,0.1,0.11,1,tomato_soup_can,tomato_soup_can
occ5_scene0013,2,4,並排有縫,101.5,101.5,0.1,0.56,0,cups,tomato_soup_can
occ5_scene0013,1,2,並排有縫,102.2,93.2,0.0,1.0,0,tomato_soup_can,cups
occ5_scene0013,10,11,並排有縫,86.9,86.9,0.0,1.0,0,gelatin_box,tomato_soup_can
occ5_scene0013,2,10,並排有縫,130.6,111.3,0.0,1.0,0,cups,gelatin_box
occ5_scene0013,4,10,並排有縫,85.0,77.5,0.0,0.0,0,tomato_soup_can,gelatin_box
occ5_scene0013,9,12,同物過切,5.1,5.1,0.1,1.0,1,potted_meat_can,potted_meat_can
occ5_scene0013,2,3,並排有縫,86.0,79.7,0.0,1.0,0,cups,cups
occ5_scene0013,2,6,並排有縫,11.0,11.0,0.1,0.88,0,cups,cups
occ5_scene0013,1,10,並排有縫,87.5,87.5,0.0,1.0,0,tomato_soup_can,gelatin_box
occ5_scene0013,7,8,同物過切,7.0,7.0,0.1,0.2,1,potted_meat_can,potted_meat_can
occ5_scene0014,2,4,同物過切,90.1,90.1,0.0,1.0,1,tennis_ball,tennis_ball
occ5_scene0014,3,4,並排有縫,68.9,68.9,0.0,1.0,0,softball,tennis_ball
occ5_scene0014,2,3,並排有縫,82.4,74.8,0.0,1.0,0,tennis_ball,softball
occ5_scene0014,1,3,並排有縫,78.5,66.3,0.0,0.87,0,peach,softball
occ5_scene0015,5,7,同物過切,5.7,1.6,0.0,0.5,1,bleach_cleanser,bleach_cleanser
occ5_scene0015,9,14,並排有縫,183.8,183.8,0.1,0.64,0,bleach_cleanser,pudding_box
occ5_scene0015,2,11,並排有縫,174.1,174.1,0.0,1.0,0,pudding_box,cups
occ5_scene0015,2,8,並排有縫,114.9,105.6,0.0,1.0,0,pudding_box,bleach_cleanser
occ5_scene0015,8,11,並排有縫,164.1,137.6,0.0,1.0,0,bleach_cleanser,cups
occ5_scene0015,8,14,並排有縫,197.4,193.5,0.1,1.0,0,bleach_cleanser,pudding_box
occ5_scene0015,2,13,並排有縫,92.3,92.3,0.1,0.64,0,pudding_box,bleach_cleanser
occ5_scene0015,7,9,同物過切,3.8,3.7,0.1,0.0,0,bleach_cleanser,bleach_cleanser
occ5_scene0015,3,8,並排有縫,172.8,172.8,0.0,1.0,0,pudding_box,bleach_cleanser
occ5_scene0015,5,11,並排有縫,225.2,225.2,0.1,0.0,0,bleach_cleanser,cups
occ5_scene0015,1,4,並排相觸,19.6,5.9,0.0,1.0,1,gelatin_box,large_marker
occ5_scene0015,2,9,並排有縫,99.6,91.3,0.0,0.71,0,pudding_box,bleach_cleanser
occ5_scene0015,7,11,並排有縫,206.4,206.4,0.1,0.0,0,bleach_cleanser,cups
occ5_scene0015,6,9,同物過切,12.4,11.5,0.1,0.0,1,bleach_cleanser,bleach_cleanser
occ5_scene0015,7,14,並排有縫,222.0,222.0,0.0,0.0,0,bleach_cleanser,pudding_box
occ5_scene0016,5,7,並排有縫,68.1,58.4,0.0,0.83,0,pear,peach
occ5_scene0016,5,6,並排有縫,128.7,128.7,0.0,0.67,0,pear,orange
occ5_scene0016,4,7,並排有縫,10.8,10.8,0.1,1.0,0,pear,peach
occ5_scene0017,1,2,同物過切,2.4,1.6,0.0,1.0,0,fork,fork
occ5_scene0017,3,4,同物過切,26.1,26.1,0.0,1.0,1,rubiks_cube,rubiks_cube
occ5_scene0017,6,7,並排有縫,80.0,64.7,0.0,1.0,0,pear,cups
occ5_scene0017,4,5,並排有縫,62.4,43.5,0.0,1.0,0,rubiks_cube,gelatin_box
occ5_scene0017,5,6,並排有縫,92.9,92.9,0.0,0.91,0,gelatin_box,pear
occ5_scene0017,3,5,並排有縫,62.4,62.4,0.0,1.0,0,rubiks_cube,gelatin_box
occ5_scene0018,14,16,並排有縫,42.5,42.5,0.0,0.7,0,strawberry,bleach_cleanser
occ5_scene0018,9,14,並排有縫,47.7,47.7,0.1,0.0,0,bleach_cleanser,strawberry
occ5_scene0018,9,11,並排有縫,61.8,26.2,0.3,0.0,0,bleach_cleanser,cups
occ5_scene0018,8,11,並排有縫,61.8,26.2,0.3,0.78,0,bleach_cleanser,cups
occ5_scene0018,8,14,並排有縫,47.7,47.7,0.1,0.7,0,bleach_cleanser,strawberry
occ5_scene0018,10,14,並排有縫,151.1,151.1,0.1,0.0,0,bleach_cleanser,strawberry
occ5_scene0018,10,13,同物過切,4.5,0.6,0.0,0.56,1,bleach_cleanser,bleach_cleanser
occ5_scene0018,11,15,並排有縫,133.6,133.6,0.0,1.0,0,cups,pear
occ5_scene0018,10,16,同物過切,0.8,0.8,0.1,0.52,1,bleach_cleanser,bleach_cleanser
occ5_scene0019,9,10,並排有縫,142.7,142.7,0.0,1.0,0,pear,tomato_soup_can
occ5_scene0020,1,6,並排有縫,82.9,62.9,0.0,1.0,0,mug,medium_clamp
occ5_scene0020,9,10,並排有縫,128.2,118.4,0.0,1.0,0,cups,pudding_box
occ5_scene0020,2,10,並排有縫,139.7,139.7,0.0,1.0,0,cups,pudding_box
occ5_scene0020,2,6,並排有縫,92.9,92.9,0.0,1.0,0,cups,medium_clamp
occ5_scene0020,6,9,並排有縫,84.1,83.0,0.0,1.0,0,medium_clamp,cups
stack3_scene0002,2,4,同物過切,6.0,5.9,0.1,0.14,1,potted_meat_can,potted_meat_can
stack3_scene0002,1,2,同物過切,10.6,10.6,0.1,0.14,1,potted_meat_can,potted_meat_can
stack3_scene0002,2,5,並排有縫,108.0,108.0,0.0,0.0,0,potted_meat_can,gelatin_box
stack3_scene0003,2,4,並排有縫,126.5,126.5,0.0,0.0,0,potted_meat_can,tennis_ball
stack3_scene0003,1,2,同物過切,11.5,11.5,0.1,0.14,1,potted_meat_can,potted_meat_can
stack3_scene0003,2,5,同物過切,4.4,2.2,0.1,0.14,1,potted_meat_can,potted_meat_can
stack3_scene0004,2,6,同物過切,8.4,1.5,0.0,0.0,1,sugar_box,sugar_box
stack3_scene0004,5,6,同物過切,8.0,7.4,0.1,0.25,1,sugar_box,sugar_box
stack3_scene0004,3,6,同物過切,11.1,1.5,0.0,0.0,1,sugar_box,sugar_box
stack3_scene0005,2,3,相疊on,25.2,0.7,0.0,0.14,1,gelatin_box,foam_brick
stack3_scene0006,1,2,相疊on,40.1,40.1,0.0,0.0,0,tuna_fish_can,tomato_soup_can
stack3_scene0006,5,7,同物過切,11.5,1.5,0.0,0.25,1,bleach_cleanser,bleach_cleanser
stack3_scene0006,2,3,同物過切,5.8,5.8,0.1,0.4,1,tomato_soup_can,tomato_soup_can
stack3_scene0006,4,5,同物過切,47.8,47.8,0.0,0.0,0,bleach_cleanser,bleach_cleanser
stack3_scene0006,2,6,並排有縫,167.1,167.1,0.1,1.0,0,tomato_soup_can,bleach_cleanser
stack3_scene0006,4,8,同物過切,11.9,11.9,0.1,0.0,1,bleach_cleanser,bleach_cleanser
stack3_scene0006,3,6,並排有縫,163.7,163.7,0.0,1.0,0,tomato_soup_can,bleach_cleanser
stack3_scene0006,1,3,相疊on,14.1,10.2,0.0,0.36,1,tuna_fish_can,tomato_soup_can
stack3_scene0007,4,6,同物過切,8.9,7.7,0.1,0.93,1,cracker_box,cracker_box
stack3_scene0007,8,9,同物過切,3.5,3.5,0.1,1.0,1,cups,cups
stack3_scene0007,2,8,並排有縫,193.1,72.0,0.1,1.0,0,cracker_box,cups
stack3_scene0007,1,8,並排有縫,193.1,72.0,0.1,0.41,0,cracker_box,cups
stack3_scene0007,3,8,並排有縫,213.1,173.1,0.1,0.0,0,cracker_box,cups
stack3_scene0009,3,6,同物過切,5.3,4.5,0.1,0.14,1,potted_meat_can,potted_meat_can
stack3_scene0010,2,7,並排有縫,131.7,131.7,0.0,1.0,0,cracker_box,master_chef_can
stack3_scene0010,3,7,並排有縫,145.8,131.7,0.1,0.19,0,cracker_box,master_chef_can
stack3_scene0010,1,4,同物過切,3.2,3.2,0.1,0.89,0,cracker_box,cracker_box
stack3_scene0010,7,9,同物過切,11.3,8.4,0.1,0.5,1,master_chef_can,master_chef_can
stack3_scene0011,2,4,相疊on,14.3,10.5,0.0,0.2,1,tuna_fish_can,tomato_soup_can
stack3_scene0011,3,4,同物過切,1.8,1.8,0.1,0.83,1,tomato_soup_can,tomato_soup_can
stack3_scene0012,2,4,同物過切,5.4,5.4,0.1,0.33,1,potted_meat_can,potted_meat_can
stack3_scene0013,1,2,相疊on,26.2,14.0,0.0,0.5,1,sponge,foam_brick
stack3_scene0014,1,2,相疊on,7.7,0.2,0.0,0.21,1,master_chef_can,tomato_soup_can
stack3_scene0014,2,6,同物過切,20.1,20.1,0.0,0.5,1,tomato_soup_can,tomato_soup_can
stack3_scene0014,5,6,並排有縫,202.9,202.9,0.0,0.0,0,orange,tomato_soup_can
stack3_scene0014,1,6,相疊on,61.7,39.7,0.0,0.0,0,master_chef_can,tomato_soup_can
stack3_scene0015,2,3,相疊on,27.1,1.2,0.0,0.25,1,gelatin_box,foam_brick
stack3_scene0016,2,4,相疊on,13.7,10.3,0.0,0.45,1,tuna_fish_can,tomato_soup_can
stack3_scene0016,3,4,同物過切,1.8,1.8,0.1,0.8,1,tomato_soup_can,tomato_soup_can
stack3_scene0016,1,4,並排有縫,184.3,184.3,0.0,0.45,0,pudding_box,tomato_soup_can
stack3_scene0017,2,4,同物過切,16.3,8.6,0.0,0.5,1,tomato_soup_can,tomato_soup_can
stack3_scene0017,1,2,相疊on,56.1,39.4,0.0,0.0,0,master_chef_can,tomato_soup_can
stack3_scene0017,1,4,相疊on,6.8,1.1,0.0,0.21,1,master_chef_can,tomato_soup_can
stack3_scene0017,2,3,並排有縫,201.6,201.6,0.0,0.0,0,tomato_soup_can,baseball
stack3_scene0017,1,3,並排有縫,81.3,62.4,0.1,1.0,0,master_chef_can,baseball
stack3_scene0018,2,4,同物過切,10.6,0.6,0.0,0.0,1,sugar_box,sugar_box
stack3_scene0019,1,2,相疊on,6.5,0.6,0.0,0.2,1,wood_block,foam_brick
stack3_scene0019,1,3,並排有縫,140.6,94.4,0.2,1.0,0,wood_block,mug
stack3_scene0019,3,4,並排有縫,223.7,223.7,0.0,0.0,0,mug,foam_brick
stack3_scene0019,1,4,相疊on,47.2,5.2,0.1,0.18,0,wood_block,foam_brick
stack3_scene0020,1,2,同物過切,9.0,8.5,0.0,1.0,1,tuna_fish_can,tuna_fish_can
stack4_scene0001,3,7,並排有縫,170.0,170.0,0.0,0.0,0,racquetball,wood_block
stack4_scene0001,6,7,同物過切,39.6,37.4,0.2,0.29,1,wood_block,wood_block
stack4_scene0001,3,6,並排有縫,145.7,118.6,0.1,1.0,0,racquetball,wood_block
stack4_scene0001,1,3,並排有縫,133.9,95.2,0.1,1.0,0,wood_block,racquetball
stack4_scene0001,4,7,同物過切,15.5,11.8,0.1,0.29,1,wood_block,wood_block
stack4_scene0002,2,3,相疊on,67.5,67.5,0.1,0.0,0,tuna_fish_can,tomato_soup_can
stack4_scene0002,2,4,相疊on,12.9,8.5,0.0,0.46,1,tuna_fish_can,tomato_soup_can
stack4_scene0002,3,4,同物過切,8.3,6.3,0.1,0.25,1,tomato_soup_can,tomato_soup_can
stack4_scene0003,3,4,並排有縫,185.1,185.1,0.0,0.57,0,master_chef_can,apple
stack4_scene0003,2,3,相疊on,18.6,5.8,0.0,0.2,1,pudding_box,master_chef_can
stack4_scene0003,4,7,同物過切,29.0,19.7,0.0,0.91,1,apple,apple
stack4_scene0004,14,19,同物過切,8.0,8.0,0.1,1.0,1,bleach_cleanser,bleach_cleanser
stack4_scene0004,2,14,同物過切,18.7,18.7,0.1,1.0,0,bleach_cleanser,bleach_cleanser
stack4_scene0004,13,14,同物過切,2.4,2.3,0.0,0.3,1,bleach_cleanser,bleach_cleanser
stack4_scene0004,10,15,同物過切,4.6,4.6,0.0,0.96,1,wood_block,wood_block
stack4_scene0004,13,17,並排有縫,27.2,27.2,0.1,0.0,0,bleach_cleanser,wood_block
stack4_scene0004,14,18,並排有縫,8.0,8.0,0.1,0.0,0,bleach_cleanser,wood_block
stack4_scene0004,10,14,並排有縫,162.9,74.7,0.1,0.36,0,wood_block,bleach_cleanser
stack4_scene0004,2,13,同物過切,17.9,17.9,0.1,0.0,0,bleach_cleanser,bleach_cleanser
stack4_scene0004,13,19,同物過切,27.2,27.2,0.1,0.0,0,bleach_cleanser,bleach_cleanser
stack4_scene0004,14,17,並排有縫,8.0,8.0,0.1,0.0,0,bleach_cleanser,wood_block
stack4_scene0004,10,13,並排有縫,80.8,12.0,0.1,1.0,0,wood_block,bleach_cleanser
stack4_scene0004,2,12,同物過切,12.6,12.6,0.1,0.0,0,bleach_cleanser,bleach_cleanser
stack4_scene0004,13,18,並排有縫,27.2,27.2,0.1,0.0,0,bleach_cleanser,wood_block
stack4_scene0005,1,2,同物過切,1.7,0.2,0.0,1.0,0,fork,fork
stack4_scene0006,3,4,並排有縫,177.4,177.4,0.0,0.68,0,tomato_soup_can,cups
stack4_scene0006,1,5,相疊on,60.3,37.9,0.0,0.0,0,gelatin_box,tomato_soup_can
stack4_scene0006,2,3,相疊on,27.2,16.4,0.0,0.25,1,gelatin_box,tomato_soup_can
stack4_scene0006,4,5,並排有縫,167.2,166.2,0.1,0.0,0,cups,tomato_soup_can
stack4_scene0006,2,5,相疊on,60.3,37.9,0.0,0.0,0,gelatin_box,tomato_soup_can
stack4_scene0006,1,3,相疊on,27.2,16.4,0.0,0.33,1,gelatin_box,tomato_soup_can
stack4_scene0006,3,5,同物過切,10.1,3.1,0.1,0.5,1,tomato_soup_can,tomato_soup_can
stack4_scene0007,1,2,相疊on,18.9,1.1,0.1,0.14,1,sponge,sugar_box
stack4_scene0007,1,5,相疊on,46.9,46.9,0.0,0.0,0,sponge,sugar_box
stack4_scene0007,1,9,相疊on,57.7,0.1,0.1,0.0,0,sponge,sugar_box
stack4_scene0007,1,4,相疊on,14.8,3.5,0.1,0.29,1,sponge,sugar_box
stack4_scene0007,5,7,並排有縫,202.8,202.8,0.0,0.0,0,sugar_box,tomato_soup_can
stack4_scene0007,4,5,同物過切,8.6,4.7,0.0,0.0,1,sugar_box,sugar_box
stack4_scene0007,5,9,同物過切,0.6,0.6,0.1,1.0,1,sugar_box,sugar_box
stack4_scene0007,3,5,同物過切,8.0,8.0,0.1,0.31,1,sugar_box,sugar_box
stack4_scene0008,2,4,並排有縫,207.8,198.2,0.0,1.0,0,master_chef_can,orange
stack4_scene0008,1,2,並排有縫,120.0,120.0,0.0,1.0,0,cups,master_chef_can
stack4_scene0008,2,3,同物過切,2.9,2.9,0.0,1.0,1,master_chef_can,master_chef_can
stack4_scene0009,5,11,同物過切,16.8,8.7,0.1,0.2,1,master_chef_can,master_chef_can
stack4_scene0009,1,5,並排有縫,151.2,141.9,0.0,1.0,0,mustard_bottle,master_chef_can
stack4_scene0009,1,8,並排有縫,176.5,173.3,0.0,1.0,0,mustard_bottle,knife
stack4_scene0009,1,7,同物過切,13.0,6.3,0.1,1.0,1,mustard_bottle,mustard_bottle
stack4_scene0009,8,9,同物過切,1.9,0.6,0.0,1.0,1,knife,knife
stack4_scene0009,1,10,並排有縫,147.4,147.4,0.0,1.0,0,mustard_bottle,master_chef_can
stack4_scene0009,1,3,並排有縫,147.6,128.5,0.0,1.0,0,mustard_bottle,pudding_box
stack4_scene0009,3,5,相疊on,15.5,9.0,0.0,0.42,1,pudding_box,master_chef_can
stack4_scene0009,2,8,並排有縫,176.7,176.7,0.0,0.0,0,mustard_bottle,knife
stack4_scene0010,1,5,同物過切,4.9,4.9,0.0,1.0,1,master_chef_can,master_chef_can
stack4_scene0010,1,8,同物過切,4.5,0.6,0.0,1.0,1,master_chef_can,master_chef_can
stack4_scene0010,6,8,並排有縫,139.0,139.0,0.0,1.0,0,lemon,master_chef_can
stack4_scene0010,4,6,並排有縫,149.0,148.7,0.0,0.0,0,tuna_fish_can,lemon
stack4_scene0010,1,4,相疊on,3.1,2.0,0.1,0.5,1,master_chef_can,tuna_fish_can
stack4_scene0010,1,6,並排有縫,148.9,148.9,0.0,1.0,0,master_chef_can,lemon
stack4_scene0011,2,4,相疊on,3.9,0.8,0.0,0.21,1,master_chef_can,tomato_soup_can
stack4_scene0011,2,7,相疊on,55.9,55.9,0.0,0.0,0,master_chef_can,tomato_soup_can
stack4_scene0011,2,5,並排有縫,153.7,153.7,0.0,1.0,0,master_chef_can,peach
stack4_scene0011,4,7,同物過切,7.4,7.4,0.1,0.8,1,tomato_soup_can,tomato_soup_can
stack4_scene0012,2,4,相疊on,87.9,87.9,0.0,0.0,0,gelatin_box,tomato_soup_can
stack4_scene0012,3,4,同物過切,10.1,9.5,0.1,0.33,1,tomato_soup_can,tomato_soup_can
stack4_scene0012,4,6,並排有縫,211.8,211.8,0.1,0.0,0,tomato_soup_can,spoon
stack4_scene0012,1,4,相疊on,87.9,87.9,0.0,0.0,0,gelatin_box,tomato_soup_can
stack4_scene0012,2,3,相疊on,25.2,17.4,0.0,0.33,1,gelatin_box,tomato_soup_can
stack4_scene0012,4,5,並排有縫,142.1,142.1,0.0,0.0,0,tomato_soup_can,banana
stack4_scene0012,3,6,並排有縫,239.2,239.2,0.1,0.0,0,tomato_soup_can,spoon
stack4_scene0012,1,3,相疊on,25.2,17.4,0.0,0.33,1,gelatin_box,tomato_soup_can
stack4_scene0012,3,5,並排有縫,158.3,158.3,0.1,0.33,0,tomato_soup_can,banana
stack4_scene0013,3,4,並排有縫,192.6,192.6,0.0,0.0,0,cups,cracker_box
stack4_scene0013,3,10,同物過切,12.8,5.0,0.0,0.38,1,cups,cups
stack4_scene0013,5,10,並排有縫,199.0,199.0,0.1,1.0,0,cracker_box,cups
stack4_scene0013,1,6,並排有縫,104.3,95.3,0.1,0.71,0,pear,cracker_box
stack4_scene0013,2,5,並排有縫,197.3,192.6,0.1,1.0,0,cups,cracker_box
stack4_scene0013,6,8,同物過切,2.9,2.9,0.1,0.93,1,cracker_box,cracker_box
stack4_scene0013,2,4,並排有縫,197.3,192.6,0.1,0.0,0,cups,cracker_box
stack4_scene0013,1,5,並排有縫,122.7,112.8,0.0,1.0,0,pear,cracker_box
stack4_scene0013,3,5,並排有縫,192.6,192.6,0.0,1.0,0,cups,cracker_box
stack4_scene0013,4,10,並排有縫,199.0,199.0,0.1,0.0,0,cracker_box,cups
stack4_scene0013,1,4,並排有縫,132.5,112.8,0.0,0.0,0,pear,cracker_box
stack4_scene0014,2,4,相疊on,11.5,11.5,0.1,0.86,1,sponge,sugar_box
stack4_scene0014,1,2,並排有縫,170.6,168.4,0.0,1.0,0,pitcher_base,sponge
stack4_scene0014,2,7,並排有縫,160.5,160.5,0.0,1.0,0,sponge,rubiks_cube
stack4_scene0014,1,5,並排有縫,159.6,151.9,0.0,1.0,0,pitcher_base,sugar_box
stack4_scene0014,5,7,並排有縫,170.9,170.9,0.0,0.0,0,sugar_box,rubiks_cube
stack4_scene0014,4,5,同物過切,9.0,5.8,0.1,0.31,1,sugar_box,sugar_box
stack4_scene0014,2,5,相疊on,21.1,9.9,0.1,0.15,1,sponge,sugar_box
stack4_scene0014,1,3,並排有縫,31.0,31.0,0.6,1.0,0,pitcher_base,sugar_box
stack4_scene0015,8,12,同物過切,17.0,17.0,0.0,0.75,1,tomato_soup_can,tomato_soup_can
stack4_scene0016,3,8,並排有縫,193.0,170.8,0.1,1.0,0,sugar_box,cups
stack4_scene0016,1,8,並排有縫,168.7,162.7,0.1,0.0,0,sugar_box,cups
stack4_scene0016,1,4,同物過切,5.4,3.8,0.0,0.4,1,sugar_box,sugar_box
stack4_scene0016,2,3,並排有縫,107.0,96.6,0.0,1.0,0,banana,sugar_box
stack4_scene0016,1,3,同物過切,5.8,5.8,0.0,0.07,1,sugar_box,sugar_box
stack4_scene0017,1,2,相疊on,9.4,0.9,0.0,0.25,1,master_chef_can,foam_brick
stack4_scene0017,2,7,並排有縫,179.2,179.2,0.0,1.0,0,foam_brick,cracker_box
stack4_scene0017,1,5,並排有縫,206.4,199.3,0.0,0.52,0,master_chef_can,cracker_box
stack4_scene0017,6,9,並排有縫,213.9,213.9,0.0,1.0,0,cracker_box,master_chef_can
stack4_scene0017,5,7,同物過切,1194.0,1194.0,1.6,0.89,1,cracker_box,cracker_box
stack4_scene0017,6,7,同物過切,1194.0,1194.0,1.6,0.88,1,cracker_box,cracker_box
stack4_scene0017,1,7,並排有縫,208.1,208.1,0.0,0.87,0,master_chef_can,cracker_box
stack4_scene0017,5,9,並排有縫,213.9,213.9,0.0,0.33,0,cracker_box,master_chef_can
stack4_scene0017,2,6,並排有縫,192.0,175.5,0.0,0.33,0,foam_brick,cracker_box
stack4_scene0017,1,6,並排有縫,206.4,199.3,0.0,1.0,0,master_chef_can,cracker_box
stack4_scene0017,2,5,並排有縫,192.0,175.5,0.0,1.0,0,foam_brick,cracker_box
stack4_scene0017,7,8,同物過切,3.6,3.6,0.1,0.95,1,cracker_box,cracker_box
